malla_punto_id;CuentaDesnow;anio_hidrologico
46002;1;2007-2008
46002;4;2008-2009
46003;3;2000-2001
46003;1;2001-2002
46003;2;2002-2003
46003;1;2003-2004
46003;5;2004-2005
46003;2;2005-2006
46003;1;2006-2007
46003;1;2007-2008
46003;4;2008-2009
46004;1;2000-2001
46004;1;2001-2002
46004;2;2002-2003
46004;6;2004-2005
46004;2;2005-2006
46004;1;2006-2007
46004;1;2007-2008
46004;6;2008-2009
46005;1;2002-2003
46005;5;2004-2005
46005;2;2005-2006
46005;1;2006-2007
46005;1;2007-2008
46005;6;2008-2009
46006;1;2002-2003
46006;4;2004-2005
46006;2;2005-2006
46006;1;2006-2007
46006;4;2008-2009
46007;1;2002-2003
46007;2;2004-2005
46007;1;2005-2006
46007;1;2006-2007
46007;4;2008-2009
46008;1;2002-2003
46008;2;2004-2005
46008;1;2005-2006
46008;1;2006-2007
46008;2;2008-2009
46009;1;2002-2003
46009;2;2004-2005
46009;1;2005-2006
46009;1;2006-2007
46009;3;2008-2009
46010;1;2002-2003
46010;2;2004-2005
46010;2;2005-2006
46010;1;2006-2007
46010;3;2008-2009
46011;1;2002-2003
46011;1;2003-2004
46011;2;2004-2005
46011;2;2005-2006
46011;1;2006-2007
46011;2;2008-2009
46012;1;2002-2003
46012;2;2004-2005
46012;2;2005-2006
46012;1;2006-2007
46012;2;2008-2009
46013;1;2001-2002
46013;2;2002-2003
46013;1;2003-2004
46013;3;2004-2005
46013;2;2005-2006
46013;1;2006-2007
46013;2;2008-2009
46014;1;2001-2002
46014;1;2002-2003
46014;1;2003-2004
46014;2;2004-2005
46014;2;2005-2006
46014;1;2006-2007
46014;2;2008-2009
46015;1;2001-2002
46015;1;2002-2003
46015;1;2003-2004
46015;2;2004-2005
46015;2;2005-2006
46015;1;2006-2007
46015;2;2008-2009
46016;1;2001-2002
46016;1;2002-2003
46016;2;2004-2005
46016;2;2005-2006
46016;1;2006-2007
46016;2;2008-2009
46017;1;2001-2002
46017;2;2004-2005
46017;2;2005-2006
46017;1;2006-2007
46017;2;2008-2009
46018;1;2002-2003
46018;2;2004-2005
46018;2;2008-2009
46019;1;2002-2003
46019;2;2004-2005
46019;2;2008-2009
46020;1;2004-2005
46020;2;2008-2009
46021;1;2004-2005
46021;2;2008-2009
46022;1;2000-2001
46022;2;2008-2009
46023;1;2008-2009
46024;1;2008-2009
46025;1;2008-2009
46169;1;2002-2003
46169;2;2004-2005
46169;1;2005-2006
46169;1;2008-2009
46170;1;2002-2003
46170;1;2004-2005
46170;1;2005-2006
46170;1;2006-2007
46170;1;2008-2009
46171;1;2002-2003
46171;1;2004-2005
46171;1;2005-2006
46171;1;2006-2007
46172;1;2002-2003
46172;1;2004-2005
46172;1;2005-2006
46172;1;2006-2007
46173;1;2002-2003
46173;1;2003-2004
46173;2;2004-2005
46173;1;2005-2006
46173;1;2006-2007
46173;1;2008-2009
46174;2;2002-2003
46174;1;2003-2004
46174;2;2004-2005
46174;1;2005-2006
46174;1;2006-2007
46174;2;2008-2009
46175;1;2001-2002
46175;1;2002-2003
46175;1;2003-2004
46175;2;2004-2005
46175;1;2005-2006
46175;2;2006-2007
46175;1;2007-2008
46175;1;2008-2009
46176;2;2001-2002
46176;1;2002-2003
46176;1;2004-2005
46176;2;2005-2006
46176;1;2006-2007
46176;1;2007-2008
46176;1;2008-2009
46177;2;2001-2002
46177;1;2002-2003
46177;1;2004-2005
46177;2;2005-2006
46177;1;2006-2007
46177;1;2007-2008
46177;2;2008-2009
46178;2;2002-2003
46178;1;2004-2005
46178;2;2005-2006
46178;1;2006-2007
46178;1;2007-2008
46178;2;2008-2009
46179;2;2000-2001
46179;3;2002-2003
46179;1;2003-2004
46179;2;2004-2005
46179;3;2005-2006
46179;1;2006-2007
46179;1;2007-2008
46179;4;2008-2009
46180;1;1999-2000
46180;1;2000-2001
46180;2;2001-2002
46180;3;2002-2003
46180;4;2004-2005
46180;6;2005-2006
46180;3;2006-2007
46180;2;2007-2008
46180;6;2008-2009
46181;1;1999-2000
46181;1;2000-2001
46181;2;2001-2002
46181;3;2002-2003
46181;1;2003-2004
46181;4;2004-2005
46181;2;2005-2006
46181;3;2006-2007
46181;3;2007-2008
46181;6;2008-2009
46182;1;1999-2000
46182;1;2000-2001
46182;2;2001-2002
46182;3;2002-2003
46182;3;2003-2004
46182;5;2004-2005
46182;3;2005-2006
46182;5;2006-2007
46182;1;2007-2008
46182;3;2008-2009
46183;3;2002-2003
46183;2;2003-2004
46183;4;2004-2005
46183;3;2005-2006
46183;3;2006-2007
46183;2;2007-2008
46183;2;2008-2009
46184;2;2000-2001
46184;3;2002-2003
46184;2;2003-2004
46184;3;2004-2005
46184;3;2005-2006
46184;2;2006-2007
46184;2;2007-2008
46184;4;2008-2009
46185;1;2000-2001
46185;2;2002-2003
46185;4;2003-2004
46185;3;2004-2005
46185;3;2005-2006
46185;2;2006-2007
46185;2;2007-2008
46185;4;2008-2009
46186;1;2000-2001
46186;4;2002-2003
46186;3;2003-2004
46186;4;2004-2005
46186;3;2005-2006
46186;2;2006-2007
46186;1;2007-2008
46186;3;2008-2009
46187;1;2000-2001
46187;3;2002-2003
46187;3;2003-2004
46187;6;2004-2005
46187;5;2005-2006
46187;3;2006-2007
46187;1;2007-2008
46187;6;2008-2009
46188;2;2000-2001
46188;3;2002-2003
46188;3;2003-2004
46188;7;2004-2005
46188;7;2005-2006
46188;3;2006-2007
46188;2;2007-2008
46188;6;2008-2009
46189;2;2000-2001
46189;3;2002-2003
46189;3;2003-2004
46189;8;2004-2005
46189;9;2005-2006
46189;3;2006-2007
46189;4;2007-2008
46189;7;2008-2009
46190;3;2000-2001
46190;2;2001-2002
46190;4;2002-2003
46190;4;2003-2004
46190;8;2004-2005
46190;10;2005-2006
46190;4;2006-2007
46190;5;2007-2008
46190;10;2008-2009
46191;4;2000-2001
46191;1;2001-2002
46191;5;2002-2003
46191;3;2003-2004
46191;9;2004-2005
46191;10;2005-2006
46191;4;2006-2007
46191;5;2007-2008
46191;9;2008-2009
46192;4;2000-2001
46192;1;2001-2002
46192;5;2002-2003
46192;3;2003-2004
46192;9;2004-2005
46192;10;2005-2006
46192;5;2006-2007
46192;4;2007-2008
46192;10;2008-2009
46193;5;2000-2001
46193;3;2001-2002
46193;8;2002-2003
46193;6;2003-2004
46193;11;2004-2005
46193;15;2005-2006
46193;8;2006-2007
46193;5;2007-2008
46193;13;2008-2009
46194;4;2000-2001
46194;3;2001-2002
46194;8;2002-2003
46194;5;2003-2004
46194;10;2004-2005
46194;14;2005-2006
46194;5;2006-2007
46194;5;2007-2008
46194;11;2008-2009
46195;3;2000-2001
46195;1;2001-2002
46195;5;2002-2003
46195;5;2003-2004
46195;7;2004-2005
46195;11;2005-2006
46195;3;2006-2007
46195;3;2007-2008
46195;10;2008-2009
46196;1;1999-2000
46196;2;2000-2001
46196;2;2001-2002
46196;4;2002-2003
46196;5;2003-2004
46196;5;2004-2005
46196;8;2005-2006
46196;2;2006-2007
46196;1;2007-2008
46196;10;2008-2009
46197;1;1999-2000
46197;7;2000-2001
46197;3;2001-2002
46197;5;2002-2003
46197;5;2003-2004
46197;6;2004-2005
46197;9;2005-2006
46197;3;2006-2007
46197;2;2007-2008
46197;11;2008-2009
46198;1;1999-2000
46198;10;2000-2001
46198;4;2001-2002
46198;10;2002-2003
46198;5;2003-2004
46198;8;2004-2005
46198;13;2005-2006
46198;6;2006-2007
46198;5;2007-2008
46198;14;2008-2009
46199;1;1999-2000
46199;14;2000-2001
46199;6;2001-2002
46199;12;2002-2003
46199;8;2003-2004
46199;10;2004-2005
46199;13;2005-2006
46199;8;2006-2007
46199;8;2007-2008
46199;16;2008-2009
46200;2;1999-2000
46200;15;2000-2001
46200;9;2001-2002
46200;15;2002-2003
46200;11;2003-2004
46200;13;2004-2005
46200;15;2005-2006
46200;9;2006-2007
46200;11;2007-2008
46200;17;2008-2009
46201;1;1999-2000
46201;16;2000-2001
46201;11;2001-2002
46201;15;2002-2003
46201;16;2003-2004
46201;13;2004-2005
46201;16;2005-2006
46201;12;2006-2007
46201;12;2007-2008
46201;19;2008-2009
46202;2;1999-2000
46202;18;2000-2001
46202;13;2001-2002
46202;15;2002-2003
46202;18;2003-2004
46202;14;2004-2005
46202;18;2005-2006
46202;15;2006-2007
46202;14;2007-2008
46202;20;2008-2009
46203;4;1999-2000
46203;19;2000-2001
46203;14;2001-2002
46203;17;2002-2003
46203;20;2003-2004
46203;14;2004-2005
46203;18;2005-2006
46203;16;2006-2007
46203;16;2007-2008
46203;19;2008-2009
46204;5;1999-2000
46204;19;2000-2001
46204;16;2001-2002
46204;18;2002-2003
46204;21;2003-2004
46204;14;2004-2005
46204;18;2005-2006
46204;15;2006-2007
46204;16;2007-2008
46204;21;2008-2009
46205;5;1999-2000
46205;20;2000-2001
46205;17;2001-2002
46205;19;2002-2003
46205;22;2003-2004
46205;14;2004-2005
46205;19;2005-2006
46205;16;2006-2007
46205;15;2007-2008
46205;21;2008-2009
46206;5;1999-2000
46206;21;2000-2001
46206;21;2001-2002
46206;19;2002-2003
46206;23;2003-2004
46206;16;2004-2005
46206;20;2005-2006
46206;19;2006-2007
46206;16;2007-2008
46206;21;2008-2009
46207;7;1999-2000
46207;23;2000-2001
46207;21;2001-2002
46207;20;2002-2003
46207;25;2003-2004
46207;18;2004-2005
46207;20;2005-2006
46207;24;2006-2007
46207;19;2007-2008
46207;21;2008-2009
46208;8;1999-2000
46208;25;2000-2001
46208;22;2001-2002
46208;20;2002-2003
46208;24;2003-2004
46208;18;2004-2005
46208;21;2005-2006
46208;23;2006-2007
46208;19;2007-2008
46208;21;2008-2009
46209;8;1999-2000
46209;25;2000-2001
46209;21;2001-2002
46209;22;2002-2003
46209;24;2003-2004
46209;19;2004-2005
46209;21;2005-2006
46209;23;2006-2007
46209;20;2007-2008
46209;21;2008-2009
46210;8;1999-2000
46210;25;2000-2001
46210;22;2001-2002
46210;22;2002-2003
46210;25;2003-2004
46210;19;2004-2005
46210;22;2005-2006
46210;22;2006-2007
46210;20;2007-2008
46210;21;2008-2009
46211;9;1999-2000
46211;26;2000-2001
46211;25;2001-2002
46211;22;2002-2003
46211;25;2003-2004
46211;20;2004-2005
46211;22;2005-2006
46211;23;2006-2007
46211;20;2007-2008
46211;21;2008-2009
46212;9;1999-2000
46212;27;2000-2001
46212;24;2001-2002
46212;24;2002-2003
46212;26;2003-2004
46212;22;2004-2005
46212;23;2005-2006
46212;24;2006-2007
46212;20;2007-2008
46212;20;2008-2009
46213;9;1999-2000
46213;28;2000-2001
46213;26;2001-2002
46213;24;2002-2003
46213;26;2003-2004
46213;20;2004-2005
46213;22;2005-2006
46213;25;2006-2007
46213;20;2007-2008
46213;21;2008-2009
46214;11;1999-2000
46214;29;2000-2001
46214;27;2001-2002
46214;23;2002-2003
46214;26;2003-2004
46214;20;2004-2005
46214;23;2005-2006
46214;24;2006-2007
46214;21;2007-2008
46214;21;2008-2009
46215;11;1999-2000
46215;27;2000-2001
46215;28;2001-2002
46215;24;2002-2003
46215;28;2003-2004
46215;20;2004-2005
46215;22;2005-2006
46215;27;2006-2007
46215;22;2007-2008
46215;21;2008-2009
46216;12;1999-2000
46216;28;2000-2001
46216;28;2001-2002
46216;22;2002-2003
46216;29;2003-2004
46216;21;2004-2005
46216;23;2005-2006
46216;26;2006-2007
46216;24;2007-2008
46216;22;2008-2009
46217;11;1999-2000
46217;30;2000-2001
46217;28;2001-2002
46217;26;2002-2003
46217;28;2003-2004
46217;23;2004-2005
46217;25;2005-2006
46217;28;2006-2007
46217;27;2007-2008
46217;22;2008-2009
46218;12;1999-2000
46218;31;2000-2001
46218;30;2001-2002
46218;25;2002-2003
46218;29;2003-2004
46218;24;2004-2005
46218;25;2005-2006
46218;27;2006-2007
46218;26;2007-2008
46218;22;2008-2009
46219;12;1999-2000
46219;30;2000-2001
46219;30;2001-2002
46219;25;2002-2003
46219;29;2003-2004
46219;24;2004-2005
46219;24;2005-2006
46219;28;2006-2007
46219;26;2007-2008
46219;21;2008-2009
46220;12;1999-2000
46220;32;2000-2001
46220;28;2001-2002
46220;26;2002-2003
46220;29;2003-2004
46220;25;2004-2005
46220;24;2005-2006
46220;27;2006-2007
46220;25;2007-2008
46220;22;2008-2009
46221;11;1999-2000
46221;32;2000-2001
46221;29;2001-2002
46221;26;2002-2003
46221;28;2003-2004
46221;24;2004-2005
46221;24;2005-2006
46221;27;2006-2007
46221;25;2007-2008
46221;22;2008-2009
46222;13;1999-2000
46222;30;2000-2001
46222;29;2001-2002
46222;26;2002-2003
46222;29;2003-2004
46222;24;2004-2005
46222;24;2005-2006
46222;27;2006-2007
46222;25;2007-2008
46222;21;2008-2009
46223;14;1999-2000
46223;30;2000-2001
46223;29;2001-2002
46223;27;2002-2003
46223;28;2003-2004
46223;23;2004-2005
46223;24;2005-2006
46223;26;2006-2007
46223;26;2007-2008
46223;22;2008-2009
46224;14;1999-2000
46224;30;2000-2001
46224;28;2001-2002
46224;27;2002-2003
46224;30;2003-2004
46224;22;2004-2005
46224;24;2005-2006
46224;26;2006-2007
46224;26;2007-2008
46224;21;2008-2009
46225;12;1999-2000
46225;30;2000-2001
46225;27;2001-2002
46225;27;2002-2003
46225;31;2003-2004
46225;22;2004-2005
46225;24;2005-2006
46225;26;2006-2007
46225;25;2007-2008
46225;21;2008-2009
46226;11;1999-2000
46226;30;2000-2001
46226;27;2001-2002
46226;26;2002-2003
46226;32;2003-2004
46226;21;2004-2005
46226;24;2005-2006
46226;26;2006-2007
46226;24;2007-2008
46226;22;2008-2009
46227;11;1999-2000
46227;30;2000-2001
46227;28;2001-2002
46227;25;2002-2003
46227;31;2003-2004
46227;21;2004-2005
46227;25;2005-2006
46227;25;2006-2007
46227;24;2007-2008
46227;22;2008-2009
46228;11;1999-2000
46228;29;2000-2001
46228;29;2001-2002
46228;26;2002-2003
46228;32;2003-2004
46228;22;2004-2005
46228;25;2005-2006
46228;26;2006-2007
46228;27;2007-2008
46228;22;2008-2009
46229;12;1999-2000
46229;30;2000-2001
46229;29;2001-2002
46229;25;2002-2003
46229;32;2003-2004
46229;22;2004-2005
46229;25;2005-2006
46229;28;2006-2007
46229;27;2007-2008
46229;22;2008-2009
46230;13;1999-2000
46230;30;2000-2001
46230;28;2001-2002
46230;26;2002-2003
46230;32;2003-2004
46230;22;2004-2005
46230;25;2005-2006
46230;27;2006-2007
46230;27;2007-2008
46230;22;2008-2009
46231;14;1999-2000
46231;29;2000-2001
46231;28;2001-2002
46231;25;2002-2003
46231;32;2003-2004
46231;21;2004-2005
46231;25;2005-2006
46231;25;2006-2007
46231;27;2007-2008
46231;21;2008-2009
46232;10;1999-2000
46232;29;2000-2001
46232;27;2001-2002
46232;25;2002-2003
46232;30;2003-2004
46232;20;2004-2005
46232;23;2005-2006
46232;25;2006-2007
46232;26;2007-2008
46232;21;2008-2009
46233;9;1999-2000
46233;29;2000-2001
46233;26;2001-2002
46233;25;2002-2003
46233;27;2003-2004
46233;20;2004-2005
46233;23;2005-2006
46233;24;2006-2007
46233;22;2007-2008
46233;21;2008-2009
46234;9;1999-2000
46234;28;2000-2001
46234;26;2001-2002
46234;24;2002-2003
46234;28;2003-2004
46234;19;2004-2005
46234;23;2005-2006
46234;24;2006-2007
46234;19;2007-2008
46234;20;2008-2009
46235;6;1999-2000
46235;27;2000-2001
46235;26;2001-2002
46235;24;2002-2003
46235;27;2003-2004
46235;18;2004-2005
46235;21;2005-2006
46235;24;2006-2007
46235;18;2007-2008
46235;20;2008-2009
46236;5;1999-2000
46236;27;2000-2001
46236;20;2001-2002
46236;22;2002-2003
46236;27;2003-2004
46236;17;2004-2005
46236;19;2005-2006
46236;20;2006-2007
46236;17;2007-2008
46236;20;2008-2009
46237;5;1999-2000
46237;25;2000-2001
46237;18;2001-2002
46237;21;2002-2003
46237;27;2003-2004
46237;17;2004-2005
46237;17;2005-2006
46237;18;2006-2007
46237;12;2007-2008
46237;21;2008-2009
46238;5;1999-2000
46238;23;2000-2001
46238;17;2001-2002
46238;20;2002-2003
46238;25;2003-2004
46238;15;2004-2005
46238;18;2005-2006
46238;18;2006-2007
46238;12;2007-2008
46238;21;2008-2009
46239;4;1999-2000
46239;18;2000-2001
46239;14;2001-2002
46239;20;2002-2003
46239;22;2003-2004
46239;15;2004-2005
46239;17;2005-2006
46239;14;2006-2007
46239;10;2007-2008
46239;19;2008-2009
46240;3;1999-2000
46240;15;2000-2001
46240;12;2001-2002
46240;16;2002-2003
46240;17;2003-2004
46240;14;2004-2005
46240;17;2005-2006
46240;12;2006-2007
46240;10;2007-2008
46240;19;2008-2009
46241;3;1999-2000
46241;12;2000-2001
46241;9;2001-2002
46241;15;2002-2003
46241;14;2003-2004
46241;13;2004-2005
46241;13;2005-2006
46241;10;2006-2007
46241;8;2007-2008
46241;18;2008-2009
46242;3;1999-2000
46242;10;2000-2001
46242;8;2001-2002
46242;10;2002-2003
46242;11;2003-2004
46242;14;2004-2005
46242;12;2005-2006
46242;8;2006-2007
46242;5;2007-2008
46242;16;2008-2009
46243;3;1999-2000
46243;8;2000-2001
46243;8;2001-2002
46243;9;2002-2003
46243;12;2003-2004
46243;13;2004-2005
46243;12;2005-2006
46243;7;2006-2007
46243;3;2007-2008
46243;16;2008-2009
46244;3;1999-2000
46244;11;2000-2001
46244;10;2001-2002
46244;12;2002-2003
46244;15;2003-2004
46244;13;2004-2005
46244;13;2005-2006
46244;9;2006-2007
46244;4;2007-2008
46244;18;2008-2009
46245;3;1999-2000
46245;13;2000-2001
46245;12;2001-2002
46245;14;2002-2003
46245;19;2003-2004
46245;14;2004-2005
46245;14;2005-2006
46245;10;2006-2007
46245;8;2007-2008
46245;18;2008-2009
46246;3;1999-2000
46246;12;2000-2001
46246;13;2001-2002
46246;18;2002-2003
46246;21;2003-2004
46246;14;2004-2005
46246;15;2005-2006
46246;10;2006-2007
46246;13;2007-2008
46246;18;2008-2009
46247;3;1999-2000
46247;16;2000-2001
46247;14;2001-2002
46247;19;2002-2003
46247;20;2003-2004
46247;15;2004-2005
46247;15;2005-2006
46247;10;2006-2007
46247;12;2007-2008
46247;18;2008-2009
46248;4;1999-2000
46248;16;2000-2001
46248;14;2001-2002
46248;18;2002-2003
46248;20;2003-2004
46248;15;2004-2005
46248;15;2005-2006
46248;11;2006-2007
46248;12;2007-2008
46248;18;2008-2009
46249;4;1999-2000
46249;16;2000-2001
46249;14;2001-2002
46249;20;2002-2003
46249;19;2003-2004
46249;15;2004-2005
46249;14;2005-2006
46249;12;2006-2007
46249;11;2007-2008
46249;18;2008-2009
46250;3;1999-2000
46250;15;2000-2001
46250;14;2001-2002
46250;17;2002-2003
46250;19;2003-2004
46250;14;2004-2005
46250;14;2005-2006
46250;9;2006-2007
46250;10;2007-2008
46250;17;2008-2009
46251;4;1999-2000
46251;14;2000-2001
46251;14;2001-2002
46251;17;2002-2003
46251;18;2003-2004
46251;14;2004-2005
46251;14;2005-2006
46251;8;2006-2007
46251;10;2007-2008
46251;18;2008-2009
46252;3;1999-2000
46252;12;2000-2001
46252;15;2001-2002
46252;14;2002-2003
46252;16;2003-2004
46252;14;2004-2005
46252;13;2005-2006
46252;7;2006-2007
46252;8;2007-2008
46252;18;2008-2009
46253;3;1999-2000
46253;12;2000-2001
46253;9;2001-2002
46253;12;2002-2003
46253;17;2003-2004
46253;13;2004-2005
46253;12;2005-2006
46253;9;2006-2007
46253;8;2007-2008
46253;17;2008-2009
46254;3;1999-2000
46254;13;2000-2001
46254;9;2001-2002
46254;12;2002-2003
46254;16;2003-2004
46254;13;2004-2005
46254;13;2005-2006
46254;7;2006-2007
46254;7;2007-2008
46254;18;2008-2009
46255;3;1999-2000
46255;12;2000-2001
46255;8;2001-2002
46255;13;2002-2003
46255;16;2003-2004
46255;13;2004-2005
46255;13;2005-2006
46255;7;2006-2007
46255;8;2007-2008
46255;18;2008-2009
46256;3;1999-2000
46256;11;2000-2001
46256;11;2001-2002
46256;12;2002-2003
46256;18;2003-2004
46256;14;2004-2005
46256;12;2005-2006
46256;9;2006-2007
46256;8;2007-2008
46256;17;2008-2009
46257;3;1999-2000
46257;14;2000-2001
46257;11;2001-2002
46257;12;2002-2003
46257;16;2003-2004
46257;14;2004-2005
46257;12;2005-2006
46257;10;2006-2007
46257;9;2007-2008
46257;17;2008-2009
46258;3;1999-2000
46258;10;2000-2001
46258;12;2001-2002
46258;14;2002-2003
46258;17;2003-2004
46258;14;2004-2005
46258;11;2005-2006
46258;8;2006-2007
46258;8;2007-2008
46258;16;2008-2009
46259;3;1999-2000
46259;10;2000-2001
46259;13;2001-2002
46259;14;2002-2003
46259;18;2003-2004
46259;14;2004-2005
46259;12;2005-2006
46259;8;2006-2007
46259;8;2007-2008
46259;16;2008-2009
46260;3;1999-2000
46260;11;2000-2001
46260;14;2001-2002
46260;14;2002-2003
46260;17;2003-2004
46260;13;2004-2005
46260;11;2005-2006
46260;8;2006-2007
46260;6;2007-2008
46260;17;2008-2009
46261;3;1999-2000
46261;9;2000-2001
46261;9;2001-2002
46261;14;2002-2003
46261;15;2003-2004
46261;13;2004-2005
46261;12;2005-2006
46261;7;2006-2007
46261;5;2007-2008
46261;17;2008-2009
46262;2;1999-2000
46262;9;2000-2001
46262;8;2001-2002
46262;12;2002-2003
46262;14;2003-2004
46262;12;2004-2005
46262;10;2005-2006
46262;6;2006-2007
46262;4;2007-2008
46262;15;2008-2009
46263;2;1999-2000
46263;8;2000-2001
46263;6;2001-2002
46263;9;2002-2003
46263;10;2003-2004
46263;12;2004-2005
46263;10;2005-2006
46263;6;2006-2007
46263;2;2007-2008
46263;15;2008-2009
46264;2;1999-2000
46264;7;2000-2001
46264;5;2001-2002
46264;8;2002-2003
46264;7;2003-2004
46264;12;2004-2005
46264;10;2005-2006
46264;6;2006-2007
46264;2;2007-2008
46264;15;2008-2009
46265;2;1999-2000
46265;7;2000-2001
46265;6;2001-2002
46265;9;2002-2003
46265;7;2003-2004
46265;11;2004-2005
46265;10;2005-2006
46265;6;2006-2007
46265;5;2007-2008
46265;14;2008-2009
46266;2;1999-2000
46266;7;2000-2001
46266;5;2001-2002
46266;10;2002-2003
46266;6;2003-2004
46266;11;2004-2005
46266;10;2005-2006
46266;4;2006-2007
46266;3;2007-2008
46266;12;2008-2009
46267;2;1999-2000
46267;7;2000-2001
46267;4;2001-2002
46267;7;2002-2003
46267;6;2003-2004
46267;12;2004-2005
46267;10;2005-2006
46267;4;2006-2007
46267;2;2007-2008
46267;13;2008-2009
46268;2;1999-2000
46268;5;2000-2001
46268;4;2001-2002
46268;8;2002-2003
46268;6;2003-2004
46268;12;2004-2005
46268;9;2005-2006
46268;3;2006-2007
46268;1;2007-2008
46268;11;2008-2009
46269;1;1999-2000
46269;3;2000-2001
46269;4;2001-2002
46269;7;2002-2003
46269;7;2003-2004
46269;10;2004-2005
46269;9;2005-2006
46269;3;2006-2007
46269;2;2007-2008
46269;11;2008-2009
46270;2;1999-2000
46270;5;2000-2001
46270;3;2001-2002
46270;6;2002-2003
46270;7;2003-2004
46270;9;2004-2005
46270;9;2005-2006
46270;3;2006-2007
46270;2;2007-2008
46270;10;2008-2009
46271;4;2000-2001
46271;3;2001-2002
46271;4;2002-2003
46271;7;2003-2004
46271;8;2004-2005
46271;8;2005-2006
46271;2;2006-2007
46271;1;2007-2008
46271;11;2008-2009
46272;2;2000-2001
46272;3;2001-2002
46272;4;2002-2003
46272;6;2003-2004
46272;6;2004-2005
46272;7;2005-2006
46272;2;2006-2007
46272;1;2007-2008
46272;7;2008-2009
46273;2;2000-2001
46273;2;2001-2002
46273;4;2002-2003
46273;4;2003-2004
46273;4;2004-2005
46273;7;2005-2006
46273;1;2006-2007
46273;7;2008-2009
46274;1;2000-2001
46274;4;2001-2002
46274;4;2002-2003
46274;4;2003-2004
46274;5;2004-2005
46274;7;2005-2006
46274;1;2006-2007
46274;6;2008-2009
46275;1;2000-2001
46275;4;2001-2002
46275;4;2002-2003
46275;3;2003-2004
46275;7;2004-2005
46275;7;2005-2006
46275;1;2006-2007
46275;1;2007-2008
46275;7;2008-2009
46276;1;1999-2000
46276;3;2000-2001
46276;4;2001-2002
46276;4;2002-2003
46276;4;2003-2004
46276;8;2004-2005
46276;8;2005-2006
46276;1;2006-2007
46276;2;2007-2008
46276;9;2008-2009
46277;2;1999-2000
46277;5;2000-2001
46277;7;2001-2002
46277;8;2002-2003
46277;9;2003-2004
46277;12;2004-2005
46277;9;2005-2006
46277;3;2006-2007
46277;2;2007-2008
46277;10;2008-2009
46278;2;1999-2000
46278;6;2000-2001
46278;8;2001-2002
46278;10;2002-2003
46278;11;2003-2004
46278;13;2004-2005
46278;11;2005-2006
46278;3;2006-2007
46278;2;2007-2008
46278;12;2008-2009
46279;2;1999-2000
46279;7;2000-2001
46279;8;2001-2002
46279;10;2002-2003
46279;8;2003-2004
46279;13;2004-2005
46279;10;2005-2006
46279;3;2006-2007
46279;2;2007-2008
46279;11;2008-2009
46280;2;1999-2000
46280;6;2000-2001
46280;6;2001-2002
46280;6;2002-2003
46280;6;2003-2004
46280;8;2004-2005
46280;9;2005-2006
46280;2;2006-2007
46280;1;2007-2008
46280;10;2008-2009
46281;1;1999-2000
46281;4;2000-2001
46281;5;2001-2002
46281;4;2002-2003
46281;6;2003-2004
46281;8;2004-2005
46281;9;2005-2006
46281;3;2006-2007
46281;1;2007-2008
46281;9;2008-2009
46282;4;2000-2001
46282;4;2001-2002
46282;5;2002-2003
46282;8;2003-2004
46282;9;2004-2005
46282;8;2005-2006
46282;2;2006-2007
46282;8;2008-2009
46283;4;2000-2001
46283;6;2001-2002
46283;5;2002-2003
46283;7;2003-2004
46283;7;2004-2005
46283;8;2005-2006
46283;1;2006-2007
46283;9;2008-2009
46284;1;1999-2000
46284;4;2000-2001
46284;6;2001-2002
46284;6;2002-2003
46284;6;2003-2004
46284;7;2004-2005
46284;8;2005-2006
46284;2;2006-2007
46284;2;2007-2008
46284;10;2008-2009
46285;5;2000-2001
46285;4;2001-2002
46285;4;2002-2003
46285;5;2003-2004
46285;5;2004-2005
46285;6;2005-2006
46285;1;2006-2007
46285;1;2007-2008
46285;10;2008-2009
46288;4;2000-2001
46288;3;2001-2002
46288;2;2002-2003
46288;4;2003-2004
46288;5;2004-2005
46288;5;2005-2006
46288;1;2006-2007
46288;1;2007-2008
46288;6;2008-2009
46289;4;2000-2001
46289;2;2001-2002
46289;2;2002-2003
46289;4;2003-2004
46289;5;2004-2005
46289;6;2005-2006
46289;2;2006-2007
46289;1;2007-2008
46289;8;2008-2009
46290;1;1999-2000
46290;4;2000-2001
46290;4;2001-2002
46290;4;2002-2003
46290;5;2003-2004
46290;6;2004-2005
46290;6;2005-2006
46290;2;2006-2007
46290;2;2007-2008
46290;8;2008-2009
46291;1;1999-2000
46291;6;2000-2001
46291;5;2001-2002
46291;6;2002-2003
46291;5;2003-2004
46291;6;2004-2005
46291;9;2005-2006
46291;3;2006-2007
46291;3;2007-2008
46291;11;2008-2009
46292;2;1999-2000
46292;7;2000-2001
46292;5;2001-2002
46292;7;2002-2003
46292;7;2003-2004
46292;7;2004-2005
46292;9;2005-2006
46292;6;2006-2007
46292;2;2007-2008
46292;11;2008-2009
46293;2;1999-2000
46293;6;2000-2001
46293;5;2001-2002
46293;9;2002-2003
46293;8;2003-2004
46293;9;2004-2005
46293;11;2005-2006
46293;7;2006-2007
46293;2;2007-2008
46293;12;2008-2009
46294;2;1999-2000
46294;7;2000-2001
46294;6;2001-2002
46294;10;2002-2003
46294;9;2003-2004
46294;10;2004-2005
46294;11;2005-2006
46294;8;2006-2007
46294;3;2007-2008
46294;13;2008-2009
46295;2;1999-2000
46295;6;2000-2001
46295;5;2001-2002
